TIMESTAMP    TEMP  ARM_FREQ
1495         37.0       600
1496         35.0       600
1497         35.0       600
1498         35.0       600
1499         36.0       600
1500         35.0       600
1501         35.0       600
1502         35.0       600
1503         36.0       600
1504         35.0       600
1505         36.0       600
1506         36.0       600
1507         35.0       600
1508         35.0       600
1509         35.0       600
1510         37.0       600
1511         36.0       600
1512         35.0       600
1513         35.0       600
1514         36.0       600
1515         36.0       600
1516         35.0       600
1517         35.0       600
1518         36.0       600
1519         35.0       600
1520         36.0       600
1521         35.0       600
1522         35.0       600
1523         35.0       600
1524         35.0       600
1525         35.0       600
1526         35.0       600
1527         37.0       600
1528         35.0       600
1529         35.0       600
1530         36.0       600
1531         35.0       600
1532         35.0       600
1533         35.0       600
1534         36.0       600
1535         36.0       600
1536         35.0       600
1537         35.0       600
1538         35.0       600
1539         35.0       600
1540         35.0       600
1541         35.0       600
1542         36.0       600
1543         35.0       600
1544         35.0       600
1545         36.0       600
1546         35.0       600
1547         35.0       600
